Sample Number,Date Submitted,Analysis (Lead),Lead (ppb),Analysis (Copper),Copper (ppb),Street #,Street Name,City,Zip Code
LG09688,2/5/2016,Lead,10,Copper,70,1026 ,REMINGTON AVE,FLINT,48507
LG20572,3/5/2016,Lead,2,Copper,0,1026,REMINGTON AVE,FLINT,48507
LG23051,3/13/2016,Lead,5,Copper,0,1026,REMINGTON AVE,FLINT,48507
LG09388,2/4/2016,Lead,0,Copper,0,1030 ,REMINGTON AVE,FLINT,48507
LG10552,2/7/2016,Lead,2,Copper,0,1034 ,REMINGTON AVE,FLINT,48507
LG00897,1/20/2016,Lead,49,Copper,0,1109 ,REMINGTON AVE,FLINT,48507
LG15556,2/18/2016,Lead,0,Copper,0,1109 ,REMINGTON AVE,FLINT,48507
LG02048,1/21/2016,Lead,5,Copper,0,1133 ,REMINGTON AVE,FLINT,48507
LG22509,3/11/2016,Lead,2,Copper,140,1077,REX AVE,FLINT,48505
LG23471,3/15/2016,Lead,0,Copper,0,1191,REX AVE,FLINT,48505
LG37664,4/20/2016,Lead,2,Copper,0,2701,REYNOLDS ST,FLINT,48503
LG17930,2/24/2016,Lead,0,Copper,0,2702 ,REYNOLDS ST,FLINT,48503
LG16277,2/20/2016,Lead,0,Copper,170,2706 ,REYNOLDS ST,FLINT,48503
LG09893,2/5/2016,Lead,1,Copper,100,2725 ,REYNOLDS ST,FLINT,48503
LG09864,2/5/2016,Lead,0,Copper,0,2830 ,REYNOLDS ST,FLINT,48503
LG02878,1/23/2016,Lead,9,Copper,0,2909 ,REYNOLDS ST,FLINT,48503
LG02782,1/23/2016,Lead,7,Copper,80,3906 ,REYNOLDS ST,FLINT,48532
LG01372,1/21/2016,Lead,1,Copper,0,3934 ,REYNOLDS ST,FLINT,48532
LG13293,2/14/2016,Lead,0,Copper,260,4006 ,REYNOLDS ST,FLINT,48532
LG05500,1/28/2016,Lead,0,Copper,0,4010 ,REYNOLDS ST,FLINT,48532
LG31344,4/4/2016,Lead,2,Copper,0,4026,REYNOLDS ST,FLINT,48532
LG06320,1/30/2016,Lead,0,Copper,120,3129 ,RHODA ST,FLINT,48507
LG40324,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD CRK,FLINT,48506
LG05671,1/28/2016,Lead,0,Copper,50,3254 ,RICHFIELD CT,FLINT,48506
LG02992,1/24/2016,Lead,0,Copper,0,2452 ,RICHFIELD RD,FLINT,48506
LG07844,2/2/2016,Lead,3,Copper,600,2901 ,RICHFIELD RD,FLINT,48506
LG05048,1/27/2016,Lead,0,Copper,0,2922 ,RICHFIELD RD,FLINT,48506
LG27902,3/24/2016,Lead,0,Copper,100,2925,RICHFIELD RD,FLINT,48506
LG02451,1/22/2016,Lead,7,Copper,0,2951 ,RICHFIELD RD,FLINT,48506
LG25297,3/18/2016,Lead,0,Copper,0,2975,RICHFIELD RD,FLINT,48506
LG11375,2/9/2016,Lead,0,Copper,0,3110 ,RICHFIELD RD,FLINT,48506
LG01620,1/21/2016,Lead,0,Copper,50,3175 ,RICHFIELD RD,FLINT,48506
LG06310,1/30/2016,Lead,0,Copper,0,3455 ,RICHFIELD RD,FLINT,48506
LG21838,3/9/2016,Lead,6,Copper,90,3710,RICHFIELD RD,FLINT,48506
LG01816,1/21/2016,Lead,0,Copper,110,3726 ,RICHFIELD RD,FLINT,48506
LG22769,3/12/2016,Lead,0,Copper,0,3744,RICHFIELD RD,FLINT,48506
LG22771,3/12/2016,Lead,0,Copper,0,3744,RICHFIELD RD,FLINT,48506
LF88962,10/26/2015,Lead,0,Copper,0,3746 ,RICHFIELD RD,FLINT,48506
LF87392,10/13/2015,Lead,0,Copper,0,3800 ,RICHFIELD RD,FLINT,
LF97956,12/29/2015,Lead,0,Copper,0,3800 ,RICHFIELD RD,FLINT,
LG07797,2/2/2016,Lead,5,Copper,80,3800 ,RICHFIELD RD,,48506
LG07897,2/2/2016,Lead,4,Copper,190,3800 ,RICHFIELD RD,FLINT,48506
LG12927,2/12/2016,Lead,1,Copper,90,3800 ,RICHFIELD RD,FLINT,48506
LG27793,3/24/2016,Lead,0,Copper,90,3800,RICHFIELD RD,FLINT,48506
LG27819,3/24/2016,Lead,0,Copper,0,3800,RICHFIELD RD,FLINT,48506
LG48428,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD,FLINT,48506
LG48448,5/31/2016,Lead,0,Copper,80,3800,RICHFIELD RD,FLINT,48506
LG48449,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD,FLINT,48506
LG55264,6/23/2016,Lead,0,Copper,0,3800,RICHFIELD RD,FLINT,48506
LG03099,1/24/2016,Lead,0,Copper,60,4090 ,RICHFIELD RD,FLINT,48506
LG02788,1/23/2016,Lead,0,Copper,0,4163 ,RICHFIELD RD,FLINT,48506
LG50638,6/7/2016,Lead,0,Copper,0,6374,RICHFIELD RD,FLINT,48506
LG06148,1/29/2016,Lead,0,Copper,0,6493 ,RICHFIELD RD,FLINT,48506
LG06750,2/1/2016,Lead,2,Copper,110,63211 ,RICHFIELD RD,,48506
LG25293,3/18/2016,Lead,0,Copper,280,G-3217,RICHFIELD RD,FLINT,48506
LG02206,1/21/2016,Lead,0,Copper,210,G-3217 ,RICHFIELD RD,FLINT,48506
LG11802,2/10/2016,Lead,0,Copper,160,G-3217 ,RICHFIELD RD,FLINT,48506
LG14729,2/17/2016,Lead,0,Copper,130,G-5302 ,RICHFIELD RD,FLINT,48506
LG12591,2/12/2016,Lead,2,Copper,70,3800 ,RICHFIELD RD # 107,FLINT,48506
LG12590,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD # 317,FLINT,48506
LG12583,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD # 505,FLINT,48506
LG12581,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD #102,FLINT,48506
LG12589,2/12/2016,Lead,6,Copper,0,3800 ,RICHFIELD RD #103,FLINT,48506
LG22599,3/11/2016,Lead,10,Copper,60,3800,RICHFIELD RD #103,FLINT,48506
LG12758,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #104,FLINT,48506
LG12760,2/12/2016,Lead,9,Copper,90,3800 ,RICHFIELD RD #105,FLINT,48506
LG12610,2/12/2016,Lead,12,Copper,50,3800 ,RICHFIELD RD #111,FLINT,48506
LG12762,2/12/2016,Lead,7,Copper,0,3800 ,RICHFIELD RD #113,FLINT,48506
LG12607,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD #114,FLINT,48506
LG12615,2/12/2016,Lead,6,Copper,0,3800 ,RICHFIELD RD #116,FLINT,48506
LG18468,2/26/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #116,FLINT,48506
LG12604,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #201,FLINT,48506
LG12592,2/12/2016,Lead,35,Copper,0,3800 ,RICHFIELD RD #202,FLINT,48506
LG12588,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD #203,FLINT,48506
LG12605,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #206,FLINT,48506
LG12765,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD #207,FLINT,48506
LG12613,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #209,FLINT,48506
LG12593,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #214,FLINT,48506
LG40323,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD #215,FLINT,48506
LG12761,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #219,FLINT,48506
LG12612,2/12/2016,Lead,1,Copper,140,3800 ,RICHFIELD RD #222,FLINT,48506
LG06959,2/1/2016,Lead,1,Copper,120,3800 ,RICHFIELD RD #223,FLINT,48506
LG12608,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #304,FLINT,48506
LG40326,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD #316,FLINT,48506
LG27814,3/24/2016,Lead,0,Copper,80,3800,RICHFIELD RD #324,FLINT,48506
LG12625,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD #406,FLINT,48506
LG40385,4/29/2016,Lead,0,Copper,60,3800,RICHFIELD RD #406,FLINT,48506
LG40431,4/29/2016,Lead,2,Copper,160,3800,RICHFIELD RD #408,FLINT,48506
LG40437,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD #419,FLINT,48506
LG18376,2/26/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #424,FLINT,48506
LG12576,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #502,FLINT,48506
LG12585,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #504,FLINT,48506
LG18008,2/24/2016,Lead,0,Copper,60,3800 ,RICHFIELD RD #504,FLINT,48506
LG22630,3/11/2016,Lead,0,Copper,0,3800,RICHFIELD RD #504,FLINT,48506
LG12728,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #506,FLINT,48506
LG12735,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #508,FLINT,48506
LG12609,2/12/2016,Lead,3,Copper,60,3800 ,RICHFIELD RD #510,FLINT,48506
LG12731,2/12/2016,Lead,0,Copper,80,3800 ,RICHFIELD RD #511,FLINT,48506
LG27817,3/24/2016,Lead,2,Copper,110,3800,RICHFIELD RD #511,FLINT,48506
LG12606,2/12/2016,Lead,3,Copper,0,3800 ,RICHFIELD RD #512,FLINT,48506
LF97948,12/29/2015,Lead,3,Copper,170,3800 ,RICHFIELD RD #513,FLINT,
LG12587,2/12/2016,Lead,20,Copper,60,3800 ,RICHFIELD RD #513,FLINT,48506
LG12580,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #514,FLINT,48506
LG12611,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD #515,FLINT,48506
LG12586,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #516,FLINT,48506
LG12577,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD #517,FLINT,48506
LG12764,2/12/2016,Lead,12,Copper,100,3800 ,RICHFIELD RD #518,FLINT,48506
LG12727,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #520,FLINT,48506
LG12614,2/12/2016,Lead,3,Copper,0,3800 ,RICHFIELD RD #521,FLINT,48506
LG12597,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD #522,FLINT,48506
LG13059,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 101,FLINT,48506
LG13060,2/12/2016,Lead,6,Copper,0,3800 ,RICHFIELD RD 109,FLINT,48506
LG12628,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD 110,FLINT,48506
LG12908,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 112,FLINT,48506
LG12627,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 115,FLINT,48506
LG12631,2/12/2016,Lead,9,Copper,70,3800 ,RICHFIELD RD 204,FLINT,48506
LG12634,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 205,FLINT,48506
LG12897,2/12/2016,Lead,7,Copper,70,3800 ,RICHFIELD RD 208,FLINT,48506
LG12639,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 210,FLINT,48506
LG13058,2/12/2016,Lead,3,Copper,0,3800 ,RICHFIELD RD 212,FLINT,48506
LG12892,2/12/2016,Lead,4,Copper,90,3800 ,RICHFIELD RD 213,FLINT,48506
LG12901,2/12/2016,Lead,18,Copper,60,3800 ,RICHFIELD RD 215,FLINT,48506
LG12907,2/12/2016,Lead,3,Copper,0,3800 ,RICHFIELD RD 216,FLINT,48506
LG12910,2/12/2016,Lead,2,Copper,50,3800 ,RICHFIELD RD 217,FLINT,48506
LG12630,2/12/2016,Lead,1,Copper,90,3800 ,RICHFIELD RD 218,FLINT,48506
LG13069,2/12/2016,Lead,20,Copper,0,3800 ,RICHFIELD RD 220,FLINT,48506
LG13027,2/12/2016,Lead,22,Copper,120,3800 ,RICHFIELD RD 221,FLINT,48506
LG12629,2/12/2016,Lead,4,Copper,80,3800 ,RICHFIELD RD 223,FLINT,48506
LG12626,2/12/2016,Lead,0,Copper,50,3800 ,RICHFIELD RD 224,FLINT,48506
LG12640,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 301,FLINT,48506
LG13055,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 302,FLINT,48506
LG13091,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD 305,FLINT,48506
LG13056,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 306,FLINT,48506
LG13085,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 307,FLINT,48506
LG13088,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 308,FLINT,48506
LG13080,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 309,FLINT,48506
LG13077,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 310,FLINT,48506
LG13086,2/12/2016,Lead,0,Copper,80,3800 ,RICHFIELD RD 311,FLINT,48506
LG13072,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 312,FLINT,48506
LG13084,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD 313,FLINT,48506
LG13070,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 314,FLINT,48506
LG13075,2/12/2016,Lead,0,Copper,60,3800 ,RICHFIELD RD 315,FLINT,48506
LG13076,2/12/2016,Lead,4,Copper,0,3800 ,RICHFIELD RD 316,FLINT,48506
LG12594,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 318,FLINT,48506
LG12711,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 319,FLINT,48506
LG13083,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 320,FLINT,48506
LG13057,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 321,FLINT,48506
LG13079,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 322,FLINT,48506
LG13081,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 323,FLINT,48506
LG13082,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD 324,FLINT,48506
LG13063,2/12/2016,Lead,1,Copper,0,3800 ,RICHFIELD RD 401,FLINT,48506
LG13071,2/12/2016,Lead,3,Copper,60,3800 ,RICHFIELD RD 402,FLINT,48506
LG12898,2/12/2016,Lead,71,Copper,1000,3800 ,RICHFIELD RD 403,FLINT,48506
LG13073,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD 404,FLINT,48506
LG13062,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD 405,FLINT,48506
LG13067,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 407,FLINT,48506
LG13102,2/12/2016,Lead,4,Copper,0,3800 ,RICHFIELD RD 408,FLINT,48506
LG13074,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 409,FLINT,48506
LG13061,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 411,FLINT,48506
LG13066,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 413,FLINT,48506
LG13068,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 414,FLINT,48506
LG13064,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD 415,FLINT,48506
LG13101,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 416,FLINT,48506
LG13065,2/12/2016,Lead,2,Copper,0,3800 ,RICHFIELD RD 417,FLINT,48506
LG13089,2/12/2016,Lead,5,Copper,0,3800 ,RICHFIELD RD 419,FLINT,48506
LG13078,2/12/2016,Lead,0,Copper,80,3800 ,RICHFIELD RD 420,FLINT,48506
LG12891,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 421,FLINT,48506
LG13092,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 422,FLINT,48506
LG12638,2/12/2016,Lead,3,Copper,140,3800 ,RICHFIELD RD 423,FLINT,48506
LG13087,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 424,FLINT,48506
LG13028,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 501,FLINT,48506
LG13029,2/12/2016,Lead,2,Copper,70,3800 ,RICHFIELD RD 503,FLINT,48506
LG12632,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 507,FLINT,48506
LG13019,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 509,FLINT,48506
LG12633,2/12/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD 519,FLINT,48506
LG13022,2/12/2016,Lead,27,Copper,110,3800 ,RICHFIELD RD 523,FLINT,48506
LG12635,2/12/2016,Lead,9,Copper,0,3800 ,RICHFIELD RD 524,FLINT,48506
LG27815,3/24/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #107,FLINT,48506
LG40329,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #111,FLINT,48506
LG40336,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #202,FLINT,48506
LG40333,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #205,FLINT,48506
LG27823,3/24/2016,Lead,0,Copper,60,3800,RICHFIELD RD APT #213,FLINT,48506
LG40327,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #220,FLINT,48506
LG27820,3/24/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #223,FLINT,48506
LG27810,3/24/2016,Lead,1,Copper,140,3800,RICHFIELD RD APT #301,FLINT,48506
LG27809,3/24/2016,Lead,0,Copper,70,3800,RICHFIELD RD APT #312,FLINT,48506
LG40332,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #313,FLINT,48506
LG27818,3/24/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #318,FLINT,48506
LG40337,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT #404,FLINT,48506
LG27821,3/24/2016,Lead,0,Copper,60,3800,RICHFIELD RD APT #416,FLINT,48506
LG40328,4/29/2016,Lead,0,Copper,90,3800,RICHFIELD RD APT #513,FLINT,48506
LG31360,4/4/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 103,FLINT,48506
LG48455,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 103,FLINT,48506
LG22625,3/11/2016,Lead,0,Copper,90,3800,RICHFIELD RD APT 105,FLINT,48506
LG28300,3/26/2016,Lead,0,Copper,90,3800,RICHFIELD RD APT 105,FLINT,48506
LG48454,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 113,FLINT,48506
LG02619,1/22/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD APT 115,FLINT,48506
LG48450,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 208,FLINT,48507
LG48451,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 221,FLINT,48506
LG48446,5/31/2016,Lead,0,Copper,70,3800,RICHFIELD RD APT 310,FLINT,48506
LG56042,6/28/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 324,FLINT,48506
LG18379,2/26/2016,Lead,0,Copper,0,3800 ,RICHFIELD RD APT 401,FLINT,48506
LG48445,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 411,FLINT,48506
LG22633,3/11/2016,Lead,2,Copper,0,3800,RICHFIELD RD APT 413,FLINT,48506
LG48447,5/31/2016,Lead,0,Copper,70,3800,RICHFIELD RD APT 423,FLINT,48506
LG21315,3/8/2016,Lead,3,Copper,150,300,RICHFIELD RD APT 501,FLINT,***
LG48400,5/31/2016,Lead,0,Copper,0,3800,RICHFIELD RD APT 503,FLINT,48506
LG27808,3/24/2016,Lead,0,Copper,70,3800,RICHFIELD RD APT 510,FLINT,48506
LG27822,3/24/2016,Lead,1,Copper,180,3800,RICHFIELD RD APT 517,FLINT,48506
LG48444,5/31/2016,Lead,2,Copper,110,3800,RICHFIELD RD APT 518,FLINT,48506
LG48453,5/31/2016,Lead,5,Copper,230,3800,RICHFIELD RD APT 523,FLINT,48506
LG40366,4/29/2016,Lead,3,Copper,190,3820,RICHFIELD RD CRK,FLINT,48506
LG40368,4/29/2016,Lead,10,Copper,190,3820,RICHFIELD RD DF1,FLINT,48506
LG40373,4/29/2016,Lead,6,Copper,540,3820,RICHFIELD RD DF2,FLINT,48506
LG40358,4/29/2016,Lead,7,Copper,1270,3820,RICHFIELD RD DF3,FLINT,48506
LG40322,4/29/2016,Lead,0,Copper,0,3800,RICHFIELD RD HR2,FLINT,48506
LG02552,1/22/2016,Lead,0,Copper,70,1501 ,RIDGE LAWN AVE,FLINT,48503
LG02369,1/22/2016,Lead,0,Copper,0,5246 ,RIDGEBEND DR,FLINT,48507
LG02321,1/22/2016,Lead,0,Copper,0,5366 ,RIDGEBEND DR,FLINT,48507
LG34319,4/11/2016,Lead,0,Copper,160,1307,RIDGECLIFFE DR,FLINT,48532
LG19289,3/1/2016,Lead,0,Copper,0,1705 ,RIDGECLIFFE DR,FLINT,48532
LG39894,4/27/2016,Lead,1,Copper,0,1805,RIDGECLIFFE DR,FLINT,48532
LG20640,3/5/2016,Lead,0,Copper,0,2503,RIDGECLIFFE DR,FLINT,48532
LG42044,5/3/2016,Lead,0,Copper,0,2508,RIDGECLIFFE DR,FLINT,48532
LG05515,1/28/2016,Lead,0,Copper,290,3547 ,RIDGECLIFFE DR,FLINT,48532
LG47963,5/26/2016,Lead,2,Copper,0,2601,RIDGECREST CT,FLINT,48505
LG47965,5/26/2016,Lead,0,Copper,0,2603,RIDGECREST CT,FLINT,48505
LG19261,3/1/2016,Lead,0,Copper,0,2605 ,RIDGECREST CT,FLINT,48505
LG47969,5/26/2016,Lead,0,Copper,0,2605,RIDGECREST CT,FLINT,48505
LG47968,5/26/2016,Lead,0,Copper,0,2607,RIDGECREST CT,FLINT,48505
LG47961,5/26/2016,Lead,0,Copper,0,2613,RIDGECREST CT,FLINT,48505
LG47952,5/26/2016,Lead,0,Copper,0,2615,RIDGECREST CT,FLINT,48505
LG47960,5/26/2016,Lead,0,Copper,0,2617,RIDGECREST CT,FLINT,48505
LG47943,5/26/2016,Lead,0,Copper,0,2619,RIDGECREST CT,FLINT,48505
LG47945,5/26/2016,Lead,0,Copper,0,2623,RIDGECREST CT,FLINT,48505
LG47954,5/26/2016,Lead,0,Copper,0,2625,RIDGECREST CT,FLINT,48505
LG47962,5/26/2016,Lead,0,Copper,0,2627,RIDGECREST CT,FLINT,48505
LG47964,5/26/2016,Lead,0,Copper,0,2629,RIDGECREST CT,FLINT,48505
LG37761,4/20/2016,Lead,0,Copper,60,2645,RIDGECREST CT,FLINT,48505
LG37749,4/20/2016,Lead,0,Copper,0,2647,RIDGECREST CT,FLINT,48505
LG11888,2/10/2016,Lead,0,Copper,0,1419 ,RIDGELAWN AVE,FLINT,48503
LG37707,4/20/2016,Lead,4,Copper,70,1419,RIDGELAWN AVE,FLINT,48503
LG35743,4/14/2016,Lead,5,Copper,120,1420,RIDGELAWN AVE,FLINT,48503
LG05592,1/28/2016,Lead,4,Copper,80,1509 ,RIDGELAWN AVE,FLINT,48503
LG03133,1/24/2016,Lead,13,Copper,60,1513 ,RIDGELAWN AVE,FLINT,48503
LG09239,2/4/2016,Lead,0,Copper,0,2613 ,RIDGEVIEW CT,FLINT,48505
LG37763,4/20/2016,Lead,0,Copper,0,2701,RIDGEVIEW CT,FLINT,48430
LG13217,2/13/2016,Lead,0,Copper,0,2703 ,RIDGEVIEW CT,FLINT,48505
LG37744,4/20/2016,Lead,0,Copper,0,2703,RIDGEVIEW CT,FLINT,48505
LG26896,3/22/2016,Lead,0,Copper,0,2713,RIDGEVIEW CT,FLINT,48505
LG26886,3/22/2016,Lead,0,Copper,0,2715,RIDGEVIEW CT,FLINT,48505
LG37762,4/20/2016,Lead,0,Copper,0,2719,RIDGEVIEW CT,FLINT,48505
LG37758,4/20/2016,Lead,0,Copper,0,2721,RIDGEVIEW CT,FLINT,48505
LG26906,3/22/2016,Lead,0,Copper,0,2725,RIDGEVIEW CT,FLINT,48505
LG37760,4/20/2016,Lead,0,Copper,90,2729,RIDGEVIEW CT,FLINT,48505
LG18669,2/28/2016,Lead,0,Copper,60,2731 ,RIDGEVIEW CT,FLINT,48505
LG26913,3/22/2016,Lead,0,Copper,0,2731,RIDGEVIEW CT,FLINT,48505
LG37748,4/20/2016,Lead,0,Copper,80,2731,RIDGEVIEW CT,FLINT,48505
LG02639,1/22/2016,Lead,0,Copper,0,613 ,RIDGEWAY AVE,FLINT,48505
LG02118,1/21/2016,Lead,0,Copper,0,625 ,RIDGEWAY AVE,FLINT,48505
LG11831,2/10/2016,Lead,0,Copper,0,3361 ,RIDGEWAY AVE,FLINT,48504
LG05260,1/27/2016,Lead,0,Copper,0,3373 ,RIDGEWAY AVE,FLINT,48504
LG01669,1/21/2016,Lead,2,Copper,60,2801 ,RIEGLE AVE,FLINT,48506
LG02199,1/21/2016,Lead,0,Copper,0,2802 ,RIEGLE AVE,FLINT,48506
LG21342,3/8/2016,Lead,0,Copper,0,2811,RIEGLE AVE,FLINT,48506
LG05183,1/27/2016,Lead,0,Copper,0,2814 ,RIEGLE AVE,FLINT,48506
LG12210,2/11/2016,Lead,0,Copper,0,2830 ,RIEGLE AVE,FLINT,48506
LG03142,1/24/2016,Lead,0,Copper,0,1819 ,RIGGS DR,FLINT,
LG13270,2/14/2016,Lead,11,Copper,110,3140 ,RISEDORPH AVE,FLINT,48506
LG33644,4/8/2016,Lead,14,Copper,80,3143,RISEDORPH AVE,FLINT,48506
LG43576,5/10/2016,Lead,0,Copper,0,3143,RISEDORPH AVE,FLINT,48506
LG05617,1/28/2016,Lead,0,Copper,0,3155 ,RISEDORPH AVE,FLINT,48506
LG15564,2/18/2016,Lead,7,Copper,0,3202 ,RISEDORPH AVE,FLINT,48506
LG12822,2/12/2016,Lead,0,Copper,0,3209 ,RISEDORPH AVE,FLINT,48506
LG20199,3/3/2016,Lead,2,Copper,100,3213 ,RISEDORPH AVE,FLINT,48506
LG02063,1/21/2016,Lead,0,Copper,0,3217 ,RISEDORPH AVE,FLINT,48506
LG13669,2/16/2016,Lead,22,Copper,150,3217 ,RISEDORPH AVE,FLINT,48506
LG19483,3/2/2016,Lead,3,Copper,90,3217 ,RISEDORPH AVE,FLINT,48506
LG23952,3/16/2016,Lead,1,Copper,0,3217,RISEDORPH AVE,FLINT,48506
LG30387,3/31/2016,Lead,0,Copper,70,3217,RISEDORPH AVE,FLINT,48506
LG35781,4/14/2016,Lead,0,Copper,90,3217,RISEDORPH AVE,FLINT,48506
LG18615,2/27/2016,Lead,42,Copper,150,3223 ,RISEDORPH AVE,FLINT,48506
LF87056,10/8/2015,Lead,6,Copper,160,3702 ,RISEDORPH AVE,FLINT,48506
LG07719,2/2/2016,Lead,2,Copper,130,3702 ,RISEDORPH AVE,FLINT,48506
LG16340,2/21/2016,Lead,0,Copper,0,3705 ,RISEDORPH AVE,FLINT,48506
LG06115,1/29/2016,Lead,0,Copper,0,3706 ,RISEDORPH AVE,FLINT,48506
LG09754,2/5/2016,Lead,0,Copper,0,3706 ,RISEDORPH AVE,FLINT,48506
LG07593,2/2/2016,Lead,0,Copper,50,3709 ,RISEDORPH AVE,FLINT,48506
LG36315,4/15/2016,Lead,0,Copper,0,3709,RISEDORPH AVE,FLINT,48506
LG09951,2/5/2016,Lead,0,Copper,0,3710 ,RISEDORPH AVE,FLINT,48506
LG03596,1/25/2016,Lead,0,Copper,90,3713 ,RISEDORPH AVE,FLINT,48506
